t_s,r_amp
1103.126,0.05395
1103.222,0.33948
1103.26,-0.09461
1103.308,0.04771
1103.49,0.02264
1103.692,0.02444
1103.906,0.04272
1103.962,0.27286
1103.994,-0.07587
1104.004,-0.08019
1104.052,0.03796
1104.248,0.01999
1104.462,0.03684
1104.622,0.04173
1104.684,0.30004
1104.718,-0.03266
1104.724,-0.03073
1104.77,0.03473
1104.968,0.04775
1105.19,0.01289
1105.348,0.06828
1105.414,0.35817
1105.456,-0.06882
1105.496,0.05561
1105.694,0.0637
1105.912,0.02296
1106.05,0.05975
1106.128,0.35166
1106.168,-0.09932
1106.208,0.05485
1106.404,0.05732
1106.61,0.0097
1106.852,0.3101
1106.892,-0.08392
1106.932,0.05418
1107.136,0.03216
1107.35,0.0212
1107.486,0.05085
1107.566,0.27187
1107.598,-0.06653
1107.608,-0.069
1107.654,0.03576
1107.846,0.02606
1108.09,0.02462
1108.194,0.05409
1108.284,0.28782
1108.314,-0.06869
1108.322,-0.0695
1108.374,0.04137
1108.562,0.03441
1108.772,0.03077
1108.958,0.04632
1109.036,0.31846
1109.076,-0.06294
1109.116,0.04955
1109.322,0.02619
1109.572,0.03818
1109.75,0.05849
1109.804,0.34496
1109.842,-0.06074
1109.876,0.06756
1110.076,0.04721
1110.262,0.04497
1110.584,0.30282
1110.622,-0.08679
1110.658,0.04977
1110.854,0.01334
1110.95,0.01779
1111.254,0.05889
1111.332,0.25907
1111.366,-0.06905
1111.376,-0.07242
1111.434,0.01869
1111.83,0.04672
1112.08,0.30565
1112.12,-0.03252
1112.152,0.04964
1112.572,0.03315
1112.756,0.038
1112.842,0.29451
1112.882,-0.05445
1112.93,0.06469
1113.11,0.01289
1113.336,0.03149
1113.556,0.04232
1113.63,0.24133
1113.664,-0.08787
1113.674,-0.08082
1113.714,0.02318
1113.982,0.02713
1114.156,0.02871
1114.374,0.03944
1114.454,0.28171
1114.494,-0.05957
1114.534,0.04241
1114.814,0.03769
1115.076,0.02911
1115.178,0.04632
1115.28,0.28566
1115.318,-0.07457
1115.376,0.04582
1115.554,0.01756
1115.776,0.03055
1115.996,0.04344
1116.08,0.31329
1116.12,-0.06613
1116.158,0.0491
1116.358,0.02556
1116.444,0.02767
1116.814,0.0403
1116.898,0.27924
1116.938,-0.07444
1116.982,0.04632
1117.396,0.02475
1117.616,0.05126
1117.712,0.27592
1117.754,-0.0823
1117.796,0.03899
1118.196,0.03181
1118.436,0.04411
1118.524,0.30291
1118.564,-0.07673
1118.602,0.0482
1118.818,0.02161
1118.982,0.03046
1119.258,0.04933
1119.338,0.31374
1119.378,-0.07372
1119.42,0.04151
1119.612,0.02677
1119.92,0.02066
1120.102,0.03917
1120.18,0.31078
1120.22,-0.07525
1120.258,0.05013
1120.462,0.02763
1120.66,0.02893
1120.922,0.04187
1120.992,0.30539
1121.034,-0.08176
1121.078,0.04843
1121.36,0.03252
1121.744,0.04834
1121.836,0.30422
1121.876,-0.07897
1121.93,0.05085
1122.1,0.01388
1122.204,0.02412
1122.564,0.04187
1122.624,0.24654
1122.656,-0.07313
1122.666,-0.05719
1122.702,0.04272
1122.982,0.04317
1123.186,0.03652
1123.34,0.04187
1123.408,0.27888
1123.45,-0.05445
1123.484,0.04402
1123.764,0.03684
1124.096,0.04295
1124.194,0.29487
1124.234,-0.06559
1124.284,0.04915
1124.566,0.03791
1124.896,0.0469
1124.99,0.27165
1125.032,-0.0681
1125.068,0.03791
1125.508,0.03221
1125.672,0.04632
1125.762,0.2694
1125.802,-0.04793
1125.844,0.04304
1126.126,0.03482
1126.53,0.04834
1126.614,0.28876
1126.654,-0.05561
1126.708,0.04259
1126.986,0.02987
1127.42,0.03805
1127.5,0.29487
1127.54,-0.06451
1127.584,0.0469
1127.862,0.03845
1128.222,0.03369
1128.314,0.23522
1128.354,-0.05912
1128.406,0.03738
1128.692,0.04416
1128.834,0.03383
1129.01,0.03886
1129.114,0.27978
1129.154,-0.05144
1129.198,0.04402
1129.482,0.03711
1129.848,0.03949
1129.916,0.27744
1129.956,-0.04973
1130.002,0.04906
1130.27,0.04254
1130.51,0.03504
1130.52,0.03154
1130.56,-0.0257
1130.744,0.38701
1130.822,0.1124
1131.022,0.06415
1131.228,0.00813
1131.448,0.0509
1131.514,0.31787
1131.554,-0.10656
1131.588,0.02978
1131.868,0.03239
1132.146,0.05593
1132.242,0.23032
1132.274,-0.06199
1132.284,-0.04416
1132.34,0.03145
1132.588,0.03917
1132.744,0.04618
1132.848,0.06244
1132.946,0.28265
1132.986,-0.04151
1133.048,0.04555
1133.314,0.0385
1133.582,0.04632
1133.68,0.246
1133.722,-0.05732
1133.764,0.03881
1134.044,0.00782
1134.198,0.02174
1134.222,0.00139
1134.29,0.04115
1134.382,0.14506
1134.418,0.11433
1134.466,0.01941
1134.508,0.0159
1134.744,0.06038
1134.87,0.05022
1134.99,0.08751
1135.076,0.2203
1135.108,0.11999
1135.16,0.0398
1135.566,0.0491
1135.712,0.06685
1135.784,0.25031
1135.818,0.07731
1135.86,0.02264
1136.124,0.00139
1136.3,0.0478
1136.406,0.07242
1136.494,0.18432
1136.53,0.08127
1136.668,0.00359
1136.968,0.05912
1137.146,0.0385
1137.24,0.27672
1137.28,-0.02848
1137.33,0.01887
1137.528,0.02884
1137.684,0.03419
1137.904,0.04209
1137.992,0.30503
1138.024,-0.07273
1138.034,-0.0708
1138.088,0.03086
1138.276,0.0208
1138.468,0.02965
1138.664,0.0473
1138.744,0.3247
1138.784,-0.07304
1138.826,0.04955
1139.032,0.01801
1139.21,0.02673
1139.432,0.04883
1139.498,0.27776
1139.53,-0.04384
1139.54,-0.05647
1139.578,0.01581
1139.784,0.02498
1140.01,0.04977
1140.144,0.06932
1140.232,0.25687
1140.266,-0.08967
1140.344,0.04353
1140.51,0.02871
1140.726,0.04402
1140.98,0.30997
1141.012,-0.09021
1141.02,-0.08616
1141.068,0.02237
1141.262,0.06204
1141.536,0.02013
1141.65,0.07421
1141.722,0.35682
1141.762,-0.11406
1141.808,0.06101
1142.002,0.09232
1142.284,-0.02695
1142.37,0.05746
1142.444,0.28522
1142.488,-0.11644
1142.53,0.03594
1142.714,0.02749
1142.808,0.01756
1142.952,0.01959
1142.98,-0.00036
1143.062,0.0602
1143.14,0.23989
1143.172,-0.0615
1143.182,-0.07583
1143.226,0.03378
1143.49,0.02606
1143.648,0.03778
1143.75,0.07817
1143.832,0.30224
1143.872,-0.05943
1143.908,0.06038
1144.12,0.02983
1144.328,0.03935
1144.434,0.06177
1144.526,0.28593
1144.568,-0.06307
1144.626,0.0434
1144.802,0.01464
1145.012,0.03657
1145.146,0.05135
1145.242,0.30121
1145.28,-0.06972
1145.322,0.04632
1145.516,0.03913
1145.604,0.01568
1145.744,0.01473
1145.866,0.04681
1145.954,0.23899
1145.986,-0.08414
1145.998,-0.07035
1146.046,0.0456
1146.45,0.04245
1146.568,0.06846
1146.658,0.25952
1146.692,-0.0296
1146.738,0.03288
1147.018,0.03666
1147.16,0.0367
1147.222,-0.00054
1147.302,0.0633
1147.386,0.29739
1147.426,-0.01132
1147.464,0.0487
1147.886,0.02978
1148.058,0.04708
1148.132,0.29752
1148.17,-0.02552
1148.212,0.05359
1148.538,0.0367
1148.818,0.0478
1148.878,0.33382
1148.918,-0.07295
1148.964,0.04694
1149.16,0.03374
1149.23,0.02107
1149.444,-0.00521
1149.638,0.25085
1149.67,-0.01119
1149.744,0.01146
1150.144,0.05278
1150.268,0.07493
1150.352,0.29887
1150.392,-0.04901
1150.44,0.04632
1150.64,0.03181
1150.718,0.03338
1151.02,0.04852
1151.094,0.30853
1151.134,-0.08454
1151.182,0.0491
1151.442,0.02821
1151.74,0.0522
1151.822,0.25211
1151.864,-0.06217
1151.914,0.03917
1152.186,0.04097
1152.32,0.03818
1152.362,0.00809
1152.436,0.06743
1152.524,0.28283
1152.564,-0.03679
1152.602,0.04789
1152.878,0.03922
1153.148,0.06437
1153.234,0.29429
1153.274,-0.02354
1153.318,0.04115
1153.596,0.03949
1153.866,0.04946
1153.95,0.28912
1153.992,-0.06689
1154.042,0.04488
1154.304,0.02821
1154.6,0.05148
1154.676,0.25211
1154.708,-0.0659
1154.718,-0.04995
1154.764,0.04223
1155.022,0.04128
1155.176,0.02965
1155.334,0.05517
1155.412,0.28176
1155.454,-0.03711
1155.492,0.04632
1155.8,0.0509
1156.158,0.30215
1156.198,-0.00198
1156.23,0.05975
1156.66,0.05234
1156.818,0.03243
1156.904,0.26554
1156.944,-0.0518
1156.996,0.05984
1157.246,0.03041
1157.46,0.01671
1157.564,0.04429
1157.654,0.21473
1157.688,-0.0465
1157.698,-0.04151
1157.754,0.02862
1158.0,0.0571
1158.178,0.0451
1158.314,0.03922
1158.408,0.26019
1158.448,-0.01379
1158.498,0.05624
1158.802,0.06249
1159.176,0.28337
1159.214,-0.01181
1159.26,0.05925
1159.642,0.05431
1159.928,0.27421
1159.97,-0.05925
1160.018,0.0394
1160.378,0.01604
1160.664,0.20503
1160.698,0.04744
1160.71,-0.01119
1160.756,0.02727
1161.018,0.06469
1161.296,0.02305
1161.384,0.207
1161.418,-0.03163
1161.478,-0.02318
1161.896,0.09672
1162.016,0.11482
1162.106,0.30309
1162.146,0.04259
1162.198,0.06559
1162.556,0.08167
1162.72,0.06932
1162.804,0.31415
1162.844,-0.01721
1162.88,0.06694
1163.314,0.01941
1163.338,0.04196
1163.352,-0.004
1163.386,0.03482
1163.412,0.0018
1163.486,0.32654
1163.574,0.11711
1163.874,-0.02844
1164.146,0.21172
1164.18,-0.10552
1164.19,-0.07888
1164.238,0.04057
1164.612,0.10494
1164.638,0.08558
1164.718,0.13805
1164.794,0.37106
1164.832,0.02417
1164.868,0.12215
1165.062,0.08607
1165.218,0.09038
1165.362,0.1495
1165.444,0.30368
1165.484,0.0257
1165.53,0.10454
1165.882,-0.03881
1166.0,0.01923
1166.084,0.20795
1166.124,-0.12974
1166.186,-0.02803
1166.552,0.00377
1166.656,0.05359
1166.736,0.2796
1166.776,-0.06307
1166.846,0.04164
1167.098,0.04083
1167.318,0.04748
1167.406,0.24474
1167.45,-0.07457
1167.494,0.03477
1167.892,0.02331
1167.994,0.05121
1168.078,0.24824
1168.118,-0.07026
1168.176,0.04304
1168.518,0.03216
1168.7,0.02983
1168.79,0.29029
1168.83,-0.03374
1168.874,0.04964
1169.218,0.04057
1169.398,0.04191
1169.472,0.28203
1169.514,-0.03347
1169.552,0.03558
1169.836,0.03216
1170.07,0.03904
1170.144,0.27457
1170.184,-0.05633
1170.242,0.03243
1170.514,0.01855
1170.738,0.04232
1170.83,0.2681
1170.87,-0.06415
1170.91,0.02857
1171.316,0.03531
1171.456,0.05503
1171.546,0.28499
1171.586,-0.06056
1171.634,0.0434
1172.03,0.02987
1172.184,0.04524
1172.27,0.3004
1172.312,-0.0469
1172.356,0.0434
1172.638,0.03482
1172.934,0.04856
1173.012,0.30853
1173.052,-0.04843
1173.092,0.04169
1173.458,0.02758
1173.776,0.32057
1173.816,-0.05719
1173.852,0.04744
1174.156,0.03288
1174.474,0.04865
1174.534,0.28198
1174.576,-0.07879
1174.63,0.04366
1175.034,0.0288
1175.194,0.05004
1175.274,0.29321
1175.314,-0.05849
1175.354,0.03756
1175.618,0.04012
1175.928,0.05049
1176.014,0.3053
1176.054,-0.06357
1176.092,0.04259
1176.368,0.04101
1176.768,0.30049
1176.808,-0.06716
1176.838,0.04479
1177.126,0.02871
1177.454,0.04551
1177.516,0.29847
1177.558,-0.05144
1177.598,0.03958
1177.894,0.0513
1178.232,0.04847
1178.31,0.29856
1178.35,-0.05943
1178.398,0.04384
1178.672,0.03702
1179.018,0.0265
1179.098,0.18185
1179.132,-0.0911
1179.144,-0.08266
1179.194,0.01424
1179.452,0.0354
1179.732,0.03504
1179.792,0.12008
1179.826,0.11648
1179.84,0.00296
1179.888,-0.02713
1180.132,0.06918
1180.302,0.03756
1180.412,0.10853
1180.46,0.17502
1180.494,0.24609
1180.552,0.0389
1180.8,0.09546
1180.982,0.04735
1181.12,0.0602
1181.208,0.14789
1181.242,0.13459
1181.292,0.01712
1181.568,0.06042
1181.916,0.05719
1182.0,0.16586
1182.034,0.09937
1182.08,0.00903
1182.35,0.04977
1182.868,0.0491
1182.954,0.19137
1182.99,0.06905
1183.05,0.01334
1183.412,0.05638
1183.716,-0.03333
1183.8,0.03634
1183.884,0.21096
1183.924,0.01316
1183.97,0.01455
1184.328,0.0513
1184.706,0.04748
1184.776,0.19568
1184.82,-0.05719
1184.908,0.02502
1185.128,0.04964
1185.53,-0.01851
1185.614,0.04416
1185.694,0.22178
1185.736,-0.05063
1185.806,0.02772
1186.052,0.04982
1186.206,0.04227
1186.51,0.03594
1186.578,0.23346
1186.62,-0.05867
1186.666,0.02606
1186.946,0.04452
1187.366,0.04632
1187.45,0.24604
1187.492,-0.05189
1187.54,0.03122
1187.818,0.04227
1188.21,0.05337
1188.292,0.25319
1188.332,-0.06783
1188.372,0.03899
1188.666,0.04155
1189.006,0.04452
1189.092,0.24317
1189.132,-0.08104
1189.172,0.02749
1189.472,0.04097
1189.686,0.03118
1189.73,-0.00764
1189.808,0.04295
1189.886,0.27951
1189.928,-0.05755
1190.0,0.09519
1190.248,0.0279
1190.574,0.02893
1190.656,0.22017
1190.688,-0.09003
1190.698,-0.08378
1190.75,0.02246
1191.008,0.04295
1191.16,0.03738
1191.326,0.05669
1191.41,0.2579
1191.452,-0.05723
1191.492,0.03576
1191.784,0.04245
1192.126,0.04474
1192.192,0.27044
1192.232,-0.05467
1192.272,0.03612
1192.566,0.04717
1192.95,0.03522
1193.03,0.26576
1193.07,-0.05593
1193.12,0.03005
1193.412,0.04596
1193.77,0.04366
1193.872,0.27223
1193.91,-0.07161
1193.986,0.00894
1194.31,0.06204
1194.726,0.23593
1194.77,-0.06559
1194.808,0.03612
1195.11,0.06779
1195.392,0.06487
1195.452,0.22807
1195.486,0.03455
1195.542,0.03684
1195.832,0.0699
1196.092,0.06285
1196.186,0.24281
1196.228,0.00499
1196.27,0.02318
1196.568,0.05171
1196.838,0.04605
1196.926,0.22304
1196.966,0.03791
1197.006,0.01721
1197.286,0.05588
1197.578,0.04915
1197.674,0.23993
1197.716,-0.00687
1197.764,0.02035
1198.024,0.04703
1198.346,0.05409
1198.428,0.25732
1198.47,-0.04596
1198.508,0.02835
1198.79,0.03805
1199.146,0.04982
1199.228,0.26473
1199.268,-0.05508
1199.31,0.02736
1199.584,0.03396
1199.906,0.05265
1199.99,0.27439
1200.032,-0.0566
1200.062,0.02641
1200.346,0.03468
1200.72,0.05013
1200.794,0.27349
1200.834,-0.05409
1200.874,0.02677
1201.268,0.03513
1201.402,-0.01083
1201.488,0.05027
1201.564,0.27996
1201.604,-0.06869
1201.646,0.03414
1201.924,0.03756
1202.244,0.04524
1202.336,0.24362
1202.368,-0.06127
1202.378,-0.05782
1202.422,0.03136
1202.702,0.04569
1202.834,0.03684
1202.986,0.0624
1203.072,0.27632
1203.116,-0.06199
1203.162,0.04515
1203.442,0.04057
1203.732,0.05207
1203.826,0.29164
1203.866,-0.04757
1203.908,0.0451
1204.18,0.03216
1204.516,0.03544
1204.604,0.26581
1204.646,-0.06941
1204.684,0.02691
1204.982,0.03953
1205.276,0.07673
1205.372,0.30745
1205.412,-0.0557
1205.45,0.03504
1205.746,0.02749
1206.06,0.04528
1206.142,0.2694
1206.182,-0.06006
1206.224,0.03612
1206.508,0.04187
1206.716,0.03428
1206.744,0.00148
1206.816,0.06168
1206.906,0.2911
1206.946,-0.04569
1206.984,0.04834
1207.266,0.05085
1207.634,0.04605
1207.714,0.28207
1207.754,-0.05862
1207.788,0.03756
1208.082,0.02821
1208.322,-0.02048
1208.4,0.04263
1208.486,0.23319
1208.518,-0.08225
1208.528,-0.06262
1208.582,0.03037
1208.84,0.04155
1209.182,0.05359
1209.27,0.27097
1209.31,-0.04438
1209.364,0.0336
1209.642,0.0469
1209.982,0.04277
1210.082,0.26186
1210.12,-0.04883
1210.178,0.03684
1210.444,0.04483
1210.8,0.04906
1210.888,0.26563
1210.928,-0.05624
1210.984,0.03616
1211.244,0.03886
1211.628,0.04569
1211.712,0.22457
1211.754,-0.07286
1211.796,0.03167
1212.086,0.05269
1212.426,0.04834
1212.516,0.26415
1212.556,-0.04137
1212.592,0.03288
1212.868,0.04438
1213.22,-0.02336
1213.304,0.03845
1213.386,0.26298
1213.424,-0.04699
1213.468,0.02866
1213.772,0.04632
1214.12,0.04057
1214.2,0.22839
1214.244,-0.06869
1214.288,0.04079
1214.57,0.05171
1214.856,-0.00916
1214.926,0.05597
1215.018,0.25296
1215.06,-0.04973
1215.098,0.03648
1215.38,0.05049
1215.738,0.04762
1215.836,0.25786
1215.876,-0.04263
1215.92,0.03059
1216.2,0.04708
1216.59,0.04843
1216.65,0.26433
1216.69,-0.0487
1216.74,0.04375
1217.012,0.02974
1217.366,0.02907
1217.464,0.18652
1217.498,-0.06222
1217.51,-0.07282
1217.57,0.03109
1217.828,0.06199
1218.024,0.04447
1218.164,0.06496
1218.25,0.25188
1218.284,-0.04007
1218.292,-0.03392
1218.324,0.03468
1218.624,0.05184
1218.982,0.03886
1219.064,0.25786
1219.104,-0.04892
1219.144,0.02808
1219.442,0.04744
1219.796,0.03791
1219.898,0.25103
1219.94,-0.0602
1219.99,0.03279
1220.272,0.04223
1220.628,0.04933
1220.71,0.22529
1220.742,-0.05898
1220.752,-0.05144
1220.8,0.03504
1221.062,0.05916
1221.462,0.04115
1221.54,0.24469
1221.58,-0.03738
1221.62,0.03401
1221.928,0.04573
1222.278,0.03477
1222.36,0.21078
1222.404,-0.04834
1222.46,0.03374
1222.724,0.05494
1223.06,0.0624
1223.148,0.21981
1223.182,-0.00081
1223.192,-0.01464
1223.242,0.04115
1223.522,0.06761
1223.882,0.03576
1223.962,0.26361
1224.002,-0.01779
1224.046,0.0252
1224.352,0.05768
1224.69,0.02862
1224.786,0.20435
1224.828,-0.07444
1224.882,0.02821
1225.158,0.04524
1225.476,0.07075
1225.55,0.2615
1225.592,-0.01599
1225.652,0.03194
1225.916,0.04964
1226.268,0.03908
1226.354,0.26433
1226.394,-0.02871
1226.448,0.03127
1226.722,0.05472
1227.106,0.03203
1227.174,0.22192
1227.216,-0.07763
1227.268,0.03315
1227.54,0.04632
1227.74,0.04623
1227.838,0.07799
1227.93,0.27156
1227.964,-0.0239
1227.972,-0.02713
1228.018,0.03863
1228.308,0.04807
1228.654,0.04744
1228.736,0.28661
1228.776,-0.07138
1228.818,0.04057
1229.158,0.02583
1229.432,0.04411
1229.506,0.19941
1229.538,-0.04245
1229.55,-0.05117
1229.608,0.03396
1229.862,0.06455
1230.178,0.05957
1230.266,0.26037
1230.306,-0.04092
1230.348,0.03037
1230.644,0.04092
1230.952,0.05027
1231.04,0.27619
1231.08,-0.07089
1231.126,0.03616
1231.408,0.03396
1231.726,0.05517
1231.8,0.22062
1231.834,-0.03567
1231.844,-0.04079
1231.89,0.03396
1232.16,0.04703
1232.296,0.04371
1232.486,0.06092
1232.57,0.25714
1232.612,-0.03953
1232.666,0.03693
1232.942,0.04366
1233.282,0.04856
1233.36,0.25193
1233.402,-0.02736
1233.442,0.03181
1233.756,0.03535
1234.064,-0.02439
1234.136,0.03904
1234.232,0.21168
1234.266,-0.08643
1234.276,-0.05534
1234.334,0.03702
1234.604,0.05903
1234.938,0.05894
1235.03,0.24604
1235.072,-0.0372
1235.112,0.03634
1235.408,0.04942
1235.758,0.04375
1235.856,0.25044
1235.898,-0.02965
1235.952,0.0288
1236.228,0.03163
1236.58,0.03675
1236.666,0.19209
1236.698,-0.05144
1236.71,-0.04007
1236.76,0.02772
1237.04,0.05943
1237.318,0.06348
1237.396,0.21019
1237.43,0.02606
1237.444,-0.00629
1237.486,0.03491
1237.752,0.07529
1237.916,0.06357
1238.074,0.07277
1238.154,0.24492
1238.196,0.01869
1238.256,0.03113
1238.534,0.05108
1238.822,0.04721
1238.914,0.23809
1238.954,0.00031
1238.994,0.02188
1239.266,0.0279
1239.62,0.03145
1239.684,0.17125
1239.718,-0.03275
1239.73,-0.03491
1239.784,0.01756
1240.05,0.05719
1240.2,0.04223
1240.31,0.07246
1240.39,0.20575
1240.424,0.07331
1240.476,0.03311
1240.744,0.0628
1240.938,0.03949
1241.066,0.05782
1241.154,0.21738
1241.188,0.01797
1241.24,0.03109
1241.518,0.0584
1241.826,0.04699
1241.916,0.23535
1241.956,-0.00503
1242.0,0.01613
1242.3,0.04775
1242.618,-0.02641
1242.694,0.03082
1242.79,0.23755
1242.83,-0.06707
1242.898,0.03113
1243.22,0.04191
1243.296,0.03576
1243.51,0.05436
1243.608,0.2508
1243.65,-0.04654
1243.716,0.03827
1243.992,0.04977
1244.094,0.04474
1244.358,0.05054
1244.444,0.26518
1244.486,-0.05719
1244.532,0.03109
1244.884,0.03899
1245.126,-0.0221
1245.232,0.03014
1245.29,0.25655
1245.33,-0.08189
1245.374,0.03836
1245.772,0.03908
1246.004,0.05948
1246.086,0.27345
1246.128,-0.07812
1246.186,0.04052
1246.46,0.03648
1246.82,0.04883
1246.906,0.27174
1246.946,-0.06694
1246.986,0.03863
1247.194,0.02857
1247.278,0.03216
1247.364,0.03374
1247.622,0.04416
1247.704,0.25188
1247.744,-0.09631
1247.788,0.03652
1247.992,0.01563
1248.216,0.0372
1248.384,0.06204
1248.474,0.28194
1248.516,-0.05862
1248.568,0.05193
1248.838,0.02835
1248.992,0.0288
1249.144,0.04632
1249.242,0.28122
1249.282,-0.06613
1249.32,0.0389
1249.61,0.03306
1249.632,0.03306
1249.676,0.03199
1249.936,0.04196
1250.008,0.26864
1250.05,-0.08594
1250.114,0.03958
1250.37,0.02866
1250.514,0.03666
1250.66,0.06473
1250.756,0.26796
1250.79,-0.06792
1250.8,-0.06127
1250.85,0.04012
1251.116,0.0469
1251.272,0.04187
1251.328,0.03432
1251.458,0.05382
1251.544,0.25723
1251.586,-0.05045
1251.626,0.03091
1251.9,0.0274
1252.046,0.02965
1252.278,0.05409
1252.336,0.27313
1252.38,-0.04452
1252.424,0.03908
1252.726,0.03432
1252.85,0.02098
1253.018,0.04384
1253.112,0.21289
1253.146,-0.05476
1253.158,-0.05234
1253.194,0.03482
1253.49,0.05696
1253.652,0.04137
1253.766,0.05916
1253.86,0.23414
1253.892,-0.00076
1253.902,-0.02102
1253.942,0.03037
1254.218,0.06631
1254.596,0.05413
1254.652,0.25399
1254.694,-0.03203
1254.746,0.0327
1255.04,0.04573
1255.41,0.03836
1255.508,0.24061
1255.55,-0.03603
1255.594,0.03347
1255.918,0.04115
1256.094,0.02682
1256.248,0.04497
1256.312,0.21006
1256.356,-0.05692
1256.408,0.0279
1256.682,0.05207
1256.836,0.04133
1257.026,0.06118
1257.1,0.21689
1257.134,-0.02848
1257.144,-0.03342
1257.206,0.03329
1257.466,0.05984
1257.64,0.03531
1257.804,0.0504
1257.888,0.23463
1257.932,-0.0323
1257.984,0.03342
1258.248,0.06285
1258.33,0.05337
1258.59,0.04703
1258.672,0.25431
1258.712,-0.02269
1258.762,0.02907
1259.062,0.05961
1259.216,0.02835
1259.41,0.0367
1259.492,0.22929
1259.534,-0.06339
1259.578,0.0345
1259.862,0.04151
1260.168,0.06577
1260.24,0.24496
1260.274,-0.02799
1260.284,-0.04676
1260.33,0.03859
1260.59,0.06199
1260.852,-0.00256
1260.942,0.05292
1261.012,0.26096
1261.052,-0.03994
1261.114,0.02907
1261.378,0.05027
1261.684,0.04632
1261.78,0.269
1261.82,-0.05588
1261.866,0.04335
1262.17,0.03023
1262.332,0.0173
1262.46,0.05247
1262.552,0.22839
1262.586,-0.05548
1262.594,-0.05166
1262.64,0.03765
1262.928,0.05445
1263.06,0.04861
1263.206,0.06783
1263.302,0.2654
1263.346,-0.04079
1263.394,0.03378
1263.682,0.04097
1264.042,0.01038
1264.146,0.04115
1264.238,0.25642
1264.28,-0.04798
1264.35,0.02929
1264.63,0.04151
1265.014,0.04021
1265.11,0.22731
1265.154,-0.0672
1265.2,0.03953
1265.48,0.05296
1265.648,0.04313
1265.718,0.04438
1265.826,0.06424
1265.92,0.25319
1265.964,-0.03127
1266.004,0.04479
1266.298,0.05678
1266.578,-0.01774
1266.668,0.04133
1266.742,0.26563
1266.782,-0.06195
1266.816,0.03805
1267.126,0.03612
1267.26,0.02727
1267.404,0.04043
1267.492,0.16415
1267.526,-0.0093
1267.54,-0.02781
1267.576,0.01361
1267.868,0.07084
1268.024,0.05287
1268.13,0.07138
1268.208,0.21509
1268.24,0.0442
1268.292,0.04048
1268.56,0.06199
1268.652,0.04551
1268.73,0.04416
1268.84,0.06833
1268.928,0.23868
1268.964,0.02129
1269.02,0.03684
1269.288,0.05988
1269.608,0.04232
1269.698,0.20359
1269.74,-0.01995
1269.782,0.0146
1270.132,0.05773
1270.42,0.03023
1270.508,0.21841
1270.548,-0.05458
1270.588,0.02835
1270.882,0.05063
1271.102,0.03414
1271.236,0.06222
1271.316,0.23131
1271.35,-0.02507
1271.358,-0.02772
1271.398,0.04551
1271.684,0.05633
1272.104,0.05036
1272.182,0.23962
1272.224,-0.0288
1272.266,0.02785
1272.556,0.0469
1272.83,0.01891
1272.954,0.04874
1273.014,0.03899
1273.05,0.25013
1273.09,-0.05144
1273.124,0.03005
1273.42,0.03836
1273.746,-0.01006
1273.814,0.05422
1273.916,0.22246
1273.948,-0.04007
1273.96,-0.04623
1274.004,0.03774
1274.284,0.04919
1274.414,0.05121
1274.7,0.04919
1274.786,0.23719
1274.826,-0.05175
1274.87,0.0354
1274.9,0.03252
1275.162,0.0372
1275.592,0.05049
1275.67,0.28926
1275.71,-0.06294
1275.762,0.04115
1275.958,0.01042
1276.094,0.01837
1276.246,0.01707
1276.424,0.03419
1276.514,0.21123
1276.546,-0.06667
1276.558,-0.06986
1276.608,0.03567
1276.878,0.04888
1276.896,0.04232
1277.028,0.0509
1277.208,0.06163
1277.302,0.26433
1277.346,-0.04762
1277.392,0.03432
1277.61,0.01316
1277.684,0.02907
1277.844,0.03477
1277.952,-0.01599
1278.024,0.04991
1278.12,0.25462
1278.16,-0.05696
1278.21,0.03158
