t_s,r_amp
1003.882,0.16707
1003.902,0.19497
1003.922,0.16671
1003.944,0.49002
1003.984,-0.14357
1004.004,0.03863
1004.022,0.32115
1004.042,0.21365
1004.062,0.02408
1004.082,0.09407
1004.1,0.22345
1004.12,0.23292
1004.142,0.21442
1004.16,0.17057
1004.182,0.12102
1004.202,0.12044
1004.222,0.18068
1004.24,0.28162
1004.262,0.13311
1004.28,0.08944
1004.302,0.04834
1004.32,0.1035
1004.342,0.11383
1004.36,0.11932
1004.382,0.15867
1004.4,0.06743
1004.42,0.0283
1004.442,0.0894
1004.462,0.01779
1004.48,0.04672
1004.502,0.07224
1004.522,0.1296
1004.542,0.0854
1004.56,0.03881
1004.582,0.09582
1004.602,0.10103
1004.62,0.16855
1004.644,0.15701
1004.662,0.20444
1004.682,0.19766
1004.708,0.33319
1004.718,0.34752
1004.742,-0.10364
1004.764,0.03482
1004.784,0.30067
1004.802,0.24586
1004.824,0.10849
1004.842,0.15476
1004.864,0.19353
1004.882,0.28885
1004.902,0.20251
1004.922,0.18059
1004.942,0.11666
1004.962,0.0637
1004.982,0.09083
1005.0,0.08162
1005.022,0.07736
1005.042,0.10476
1005.062,0.07444
1005.082,0.08279
1005.1,0.05768
1005.122,0.05746
1005.142,0.11312
1005.164,0.1265
1005.182,0.07426
1005.202,0.14524
1005.222,0.10054
1005.238,0.08499
1005.242,0.11684
1005.264,0.13675
1005.282,0.12165
1005.3,0.04847
1005.322,0.05782
1005.342,0.16927
1005.362,0.21527
1005.384,0.16801
1005.404,0.2486
1005.422,0.21882
1005.442,0.21882
1005.462,0.46073
1005.484,-0.169
1005.502,0.00112
1005.524,0.31536
1005.542,0.23719
1005.56,0.09326
1005.584,0.08989
1005.602,0.17754
1005.622,0.31576
1005.642,0.24757
1005.662,0.23032
1005.682,0.1955
1005.704,0.23378
1005.724,0.26446
1005.744,0.26069
1005.762,0.15076
1005.784,0.23382
1005.804,0.14645
1005.824,0.13782
1005.844,0.11532
1005.864,0.12709
1005.884,0.12781
1005.902,0.15435
1005.924,0.13068
1005.942,0.17147
1005.964,0.18576
1005.984,0.17282
1006.004,0.16747
1006.022,0.11383
1006.044,0.20251
1006.062,0.06352
1006.084,0.1411
1006.104,0.18706
1006.122,0.21846
1006.144,0.20539
1006.162,0.21262
1006.184,0.2163
1006.202,0.57897
1006.244,-0.02745
1006.264,0.20588
1006.282,0.42407
1006.304,0.19582
1006.324,0.07206
1006.342,0.11469
1006.362,0.26877
1006.384,0.30458
1006.404,0.2557
1006.422,0.17592
1006.444,0.11644
1006.464,0.09218
1006.484,0.13351
1006.504,0.12309
1006.524,0.09038
1006.542,-0.00243
1006.564,-0.03086
1006.584,0.12246
1006.604,0.18324
1006.626,0.30804
1006.644,0.34716
1006.662,0.33297
1006.684,0.23683
1006.704,0.25332
1006.726,0.25952
1006.744,0.25858
1006.764,0.33876
1006.784,0.27115
1006.804,0.21343
1006.824,0.21046
1006.844,0.3017
1006.864,0.2442
1006.884,0.28
1006.904,0.32187
1006.924,0.28715
1006.944,0.59833
1006.984,-0.24923
1007.006,-0.04721
1007.024,0.11532
1007.044,0.16981
1007.064,0.02305
1007.084,0.14735
1007.104,0.18576
1007.124,0.12471
1007.144,0.17601
1007.162,0.06631
1007.186,0.0916
1007.204,0.05454
1007.226,0.27583
1007.244,0.25085
1007.264,0.21123
1007.284,0.11518
1007.304,0.04366
1007.322,0.17053
1007.344,0.21266
1007.362,0.24721
1007.384,0.20018
1007.404,0.14321
1007.424,0.07026
1007.442,-0.00544
1007.464,0.12165
1007.484,0.18652
1007.504,0.2407
1007.524,0.17664
1007.546,0.13751
1007.564,0.27048
1007.584,0.18742
1007.604,0.11918
1007.624,0.05517
1007.642,0.13436
1007.664,0.611
1007.704,-0.05323
1007.726,0.27704
1007.744,0.38975
1007.762,0.34195
1007.782,0.20395
1007.804,0.20287
1007.826,0.26127
1007.844,0.30435
1007.866,0.27699
1007.884,0.19856
1007.904,0.16334
1007.926,0.16478
1007.944,0.2163
1007.964,0.19712
1007.984,0.1619
1008.004,0.21401
1008.024,0.12291
1008.046,0.17794
1008.066,0.15256
1008.086,0.15498
1008.104,0.21222
1008.124,0.2309
1008.144,0.19389
1008.164,0.11815
1008.184,0.15157
1008.204,0.11752
1008.224,0.04416
1008.244,-0.0659
1008.266,-0.13459
1008.286,-0.11361
1008.304,-0.1694
1008.324,-0.1982
1008.344,-0.22039
1008.364,-0.17345
1008.388,0.01312
1008.426,-0.36459
1008.446,-0.17232
1008.468,0.0801
1008.484,0.115
1008.506,0.10242
1008.524,0.16132
1008.546,0.32039
1008.566,0.56383
1008.586,0.50367
1008.606,0.46217
1008.626,0.24672
1008.644,0.2809
1008.666,0.36644
1008.684,0.31954
1008.706,0.3008
1008.724,0.30157
1008.744,0.19263
1008.766,0.22425
1008.786,0.22102
1008.804,0.26478
1008.826,0.36248
1008.846,0.23607
1008.866,0.21078
1008.884,0.177
1008.906,0.11123
1008.924,0.17093
1008.944,0.17704
1008.966,0.13643
1008.988,0.1243
1009.006,0.24743
1009.026,0.21976
1009.046,0.1973
1009.066,0.16464
1009.086,0.21051
1009.106,0.38746
1009.132,-0.45471
1009.146,-0.17125
1009.168,0.23791
1009.186,0.27726
1009.206,0.13531
1009.228,0.03194
1009.248,0.211
1009.266,0.29824
1009.286,0.24609
1009.306,0.10943
1009.326,0.19007
1009.346,0.11595
1009.366,0.11631
1009.388,0.11379
1009.408,0.20624
1009.428,0.12614
1009.444,0.0288
1009.468,-0.00292
1009.488,0.0832
1009.508,0.12493
1009.526,0.19622
1009.544,0.23463
1009.566,0.15867
1009.586,0.02381
1009.606,0.11428
1009.626,-0.00103
1009.648,0.0442
1009.666,0.1124
1009.684,-0.03032
1009.71,-0.10117
1009.726,0.00341
1009.746,0.0739
1009.766,0.10921
1009.788,0.15229
1009.808,0.17134
1009.826,0.27875
1009.844,0.49146
1009.87,-0.06738
1009.89,0.10943
1009.908,0.37506
1009.926,0.48157
1009.94,0.24065
1009.968,0.26109
1009.988,0.50345
1010.008,0.52182
1010.026,0.45426
1010.046,0.22084
1010.05,0.16374
1010.066,0.08872
1010.088,0.0681
1010.094,-0.09578
1010.104,0.11878
1010.128,0.18418
1010.148,0.17138
1010.17,0.14151
1010.186,0.18131
1010.198,-0.03288
1010.208,0.18827
1010.23,0.19245
1010.246,0.3398
1010.268,0.2544
1010.288,0.24065
1010.306,0.11451
1010.328,0.00193
1010.346,0.02871
1010.368,-0.05193
1010.386,-0.03109
1010.408,-0.12201
1010.426,-0.22439
1010.448,-0.04726
1010.466,0.27708
1010.486,0.33427
1010.506,0.19582
1010.516,0.02363
1010.526,0.13989
1010.55,0.41904
1010.59,-0.06509
1010.61,0.1416
1010.628,0.3937
1010.644,0.18072
1010.67,0.02749
1010.688,0.18275
1010.71,0.32807
1010.718,0.23832
1010.728,0.38768
1010.744,0.28611
1010.766,0.25413
1010.786,0.15876
1010.808,0.15799
1010.83,0.19263
1010.848,0.26293
1010.866,0.14825
1010.886,0.11141
1010.906,0.00162
1010.93,0.08881
1010.948,0.10741
1010.97,0.13064
1010.992,0.15687
1011.008,0.1761
1011.028,0.03324
1011.048,0.01914
1011.068,0.0027
1011.088,0.04474
1011.106,0.03225
1011.128,0.04447
1011.148,0.08073
1011.168,0.12439
1011.188,0.20292
1011.208,0.09757
1011.228,0.16132
1011.248,0.1641
1011.268,0.1279
1011.29,0.49253
1011.33,-0.12327
1011.35,0.07408
1011.368,0.27771
1011.388,0.16927
1011.41,-0.08086
1011.43,0.04021
1011.448,0.2641
1011.466,0.28481
1011.486,0.21702
1011.508,0.14843
1011.528,0.20184
1011.548,0.16019
1011.568,0.16563
1011.588,0.20215
1011.606,0.09313
1011.628,0.06864
1011.65,-0.01442
1011.67,0.07835
1011.688,0.10997
1011.71,0.10871
1011.73,0.20808
1011.748,0.1619
1011.768,0.14533
1011.788,0.09959
1011.808,0.07835
1011.83,0.04079
1011.848,0.03576
1011.868,0.10624
1011.888,0.12704
1011.91,0.03122
1011.928,0.02498
1011.948,0.16541
1011.968,0.20072
1011.99,0.20992
1012.008,0.15831
1012.028,0.20588
1012.05,0.14694
1012.068,0.43984
1012.108,-0.13414
1012.132,0.22237
1012.15,0.30282
1012.166,0.06864
1012.188,0.0164
1012.21,0.18324
1012.228,0.32291
1012.248,0.2827
1012.27,0.12713
1012.29,0.14366
1012.308,0.11181
1012.33,0.15269
1012.35,0.21419
1012.37,0.03513
1012.388,0.06981
1012.41,0.01613
1012.432,-0.01662
1012.45,0.09667
1012.47,0.08302
1012.492,0.11469
1012.508,0.16693
1012.532,0.06163
1012.55,0.04272
1012.57,0.04519
1012.59,0.0615
1012.61,0.05112
1012.63,0.05234
1012.652,-0.03994
1012.67,-0.08998
1012.69,-0.12551
1012.712,-0.03059
1012.73,-0.00934
1012.75,0.00112
1012.77,0.05534
1012.79,0.03949
1012.81,0.09649
1012.832,0.33369
1012.87,-0.15844
1012.892,-0.0195
1012.91,0.25009
1012.93,0.1964
1012.95,-0.01226
1012.97,0.08445
1012.992,0.28674
1013.01,0.39766
1013.028,0.32807
1013.052,0.28593
1013.07,0.31284
1013.09,0.21078
1013.112,0.24672
1013.132,0.29106
1013.15,0.2115
1013.17,0.12956
1013.192,0.00885
1013.21,0.01438
1013.232,0.17412
1013.252,0.2314
1013.27,0.27151
1013.29,0.25139
1013.31,0.22951
1013.332,0.23845
1013.35,0.17807
1013.37,0.03109
1013.39,0.0495
1013.41,0.05526
1013.43,0.07385
1013.45,0.22349
1013.47,0.34096
1013.49,0.23319
1013.51,0.17592
1013.53,0.08315
1013.552,0.04281
1013.574,0.26711
1013.612,-0.18427
1013.634,0.14321
1013.652,0.47897
1013.662,0.16621
1013.67,0.3026
1013.69,0.04618
1013.712,0.1243
1013.732,0.23567
1013.75,0.24294
1013.77,0.12538
1013.79,-0.0717
1013.81,0.01635
1013.832,0.16132
1013.85,0.23881
1013.87,0.11532
1013.89,-0.08136
1013.912,0.06285
1013.93,0.08733
1013.95,0.35251
1013.97,0.37591
1013.99,0.31967
1014.012,0.12273
1014.03,-0.0062
1014.05,0.00701
1014.072,0.07709
1014.092,0.10957
1014.112,0.17282
1014.13,0.23647
1014.15,0.17282
1014.172,0.10188
1014.194,0.12596
1014.21,0.16765
1014.232,0.16514
1014.252,0.09807
1014.272,0.06455
1014.292,0.17134
1014.316,0.35458
1014.328,0.55376
1014.354,-0.09968
1014.372,0.03684
1014.39,0.32506
1014.41,0.27187
1014.43,0.07444
1014.452,0.12565
1014.474,0.29685
1014.492,0.30422
1014.51,0.0336
1014.532,0.00557
1014.552,0.06029
1014.574,0.14914
1014.592,0.34344
1014.61,0.30503
1014.632,0.19106
1014.652,0.18149
1014.672,0.03598
1014.692,0.11446
1014.712,0.1774
1014.732,0.19317
1014.75,0.08877
1014.772,0.00319
1014.792,-0.06837
1014.812,0.01155
1014.834,0.14878
1014.852,0.25103
1014.872,0.20732
1014.892,0.0947
1014.912,0.05588
1014.93,0.02363
1014.954,0.09344
1014.972,0.15507
1014.992,0.2601
1015.012,0.20611
1015.032,0.16096
1015.054,0.39981
1015.094,-0.20754
1015.114,0.08176
1015.132,0.30808
1015.15,0.15656
1015.17,0.0597
1015.192,0.14694
1015.212,0.17376
1015.234,0.12812
1015.254,0.20557
1015.272,0.16931
1015.294,0.24833
1015.314,0.40628
1015.332,0.39707
1015.354,0.52636
1015.372,0.30071
1015.392,0.02156
1015.414,0.04191
1015.434,0.20341
1015.454,0.26334
1015.474,0.29932
1015.492,0.47569
1015.512,0.25467
1015.534,0.27452
1015.552,0.10894
1015.574,0.07457
1015.592,0.1858
1015.612,0.092
1015.634,0.154
1015.654,0.37308
1015.672,0.14681
1015.692,0.18167
1015.714,0.26055
1015.734,0.3269
1015.754,0.5583
1015.772,0.74127
1015.794,-0.28194
1015.816,0.22556
1015.834,0.46032
1015.854,0.29204
1015.872,0.23665
1015.892,0.26123
1015.912,0.17933
1015.934,-0.00427
1015.952,-0.06352
1015.974,-0.07242
1015.994,0.04618
1016.012,-0.06505
1016.032,-0.07543
1016.054,-0.00305
1016.074,0.19245
1016.092,0.2354
1016.114,0.19838
1016.134,0.092
1016.154,0.07071
1016.174,0.11388
1016.194,0.13279
1016.214,0.00153
1016.232,0.03738
1016.254,0.00359
1016.274,0.03127
1016.294,0.04173
1016.314,-0.06087
1016.332,-0.0695
1016.354,-0.01119
1016.374,0.05768
1016.394,0.16316
1016.412,0.16693
1016.432,0.01572
1016.458,0.34496
1016.494,-0.29824
1016.516,0.00777
1016.534,0.24474
1016.556,0.3017
1016.572,0.23957
1016.594,0.25579
1016.616,0.38131
1016.634,0.37609
1016.654,0.38225
1016.676,0.37034
1016.694,0.36567
1016.716,0.33351
1016.732,0.32987
1016.754,0.30399
1016.774,0.31176
1016.794,0.15633
1016.814,0.15076
1016.834,0.0832
1016.854,0.08288
1016.876,0.14335
1016.894,0.07835
1016.914,0.08324
1016.936,0.0438
1016.956,-0.00121
1016.976,0.18081
1016.994,0.22875
1017.014,0.15557
1017.036,0.21401
1017.054,0.14838
1017.074,0.24887
1017.094,0.29433
1017.114,0.43575
1017.138,0.54608
1017.176,-0.23899
1017.198,0.10193
1017.214,0.35974
1017.234,0.3194
1017.256,0.22084
1017.274,0.1181
1017.296,0.2778
1017.316,0.33944
1017.334,0.34096
1017.354,0.39496
1017.374,0.47901
1017.396,0.39608
1017.416,0.45745
1017.43,0.43324
1017.47,-0.41904
1017.496,-0.4796
1017.508,-0.44545
1017.576,1.47199
1017.704,0.81638
1017.81,0.15238
1017.848,-0.55929
1017.904,-0.30539
1018.084,-0.05737
1018.302,0.04057
1018.444,0.06078
1018.49,0.33369
1018.53,-0.05584
1018.566,0.04402
1018.626,0.06011
1018.978,0.14106
1019.104,0.13571
1019.164,0.3398
1019.204,0.03127
1019.236,0.02641
1019.386,0.13688
1019.486,0.09362
1019.538,0.08535
1019.626,0.08306
1019.778,0.11675
1019.868,0.33445
1019.908,-0.08032
1020.006,0.17143
1020.084,0.00997
1020.152,0.04474
1020.208,0.08702
1020.33,0.01527
1020.418,0.0288
1020.524,0.00863
1020.61,0.14681
1020.652,-0.06307
1020.724,0.21819
1020.868,-0.01402
1020.964,0.11509
1021.222,0.04856
1021.308,0.10525
1021.388,0.31069
1021.43,0.00952
1021.464,0.07008
1021.788,0.05642
1021.922,0.14631
1022.198,0.24757
1022.232,-0.01887
1022.242,-0.01995
1022.274,0.0933
1022.534,0.35633
1022.804,-0.07057
1022.826,-0.06271
1022.89,0.15907
1022.906,0.16132
1022.962,0.11662
1022.99,0.39231
1023.028,-0.00467
1023.09,0.00642
1023.156,-0.02349
1023.222,-0.00602
1023.252,0.01249
1023.266,0.03482
1023.324,0.03648
1023.376,0.0557
1023.404,0.01496
1023.44,0.00485
1023.466,-0.01451
1023.504,0.00234
1023.56,-0.00301
1023.72,0.15081
1023.754,0.52003
1023.792,-0.03001
1023.832,0.06163
1024.004,0.0827
1024.186,0.06738
1024.278,0.05036
1024.318,-0.08414
1024.338,-0.11824
1024.446,-0.01828
1024.498,0.2615
1024.594,0.06896
1024.608,0.04632
1024.64,-0.01155
1024.666,0.00737
1024.8,0.22767
1024.844,0.2221
1024.864,0.08369
1024.876,0.12107
1024.914,0.06667
1025.13,0.0672
1025.15,-0.00036
1025.234,0.42245
1025.312,0.19227
1025.332,0.26936
1025.356,0.23629
1025.366,0.23409
1025.4,0.20296
1025.488,0.17929
1025.53,0.09901
1025.55,0.0566
1025.562,-0.05373
1025.688,-0.02844
1025.79,-0.04007
1025.828,0.02426
1025.878,0.01172
1025.91,0.00782
1025.94,0.43616
1026.02,0.11532
1026.14,0.10584
1026.16,0.07857
1026.202,0.11339
1026.374,0.14124
1026.48,0.11914
1026.55,0.10274
1026.64,0.45341
1026.726,0.10871
1026.908,0.03531
1027.076,0.06011
1027.272,0.01325
1027.32,0.25399
1027.376,-0.1367
1027.446,0.10889
1027.512,0.05265
1027.602,0.09587
1027.646,0.03167
1027.666,0.0248
1027.8,0.03136
1027.896,0.06527
1027.988,0.39393
1028.064,0.09061
1028.258,0.092
1028.33,0.03738
1028.572,0.06092
1028.646,0.42829
1028.716,0.05925
1028.916,0.18598
1029.126,0.08612
1029.248,0.17493
1029.306,0.51967
1029.454,0.29775
1029.572,0.13975
1029.64,0.09232
1029.672,0.09146
1029.776,0.06132
1029.916,0.00292
1029.986,0.36428
1030.084,0.29523
1030.224,0.08032
1030.324,0.00184
1030.492,0.12345
1030.552,0.13657
1030.644,0.38908
1030.716,-0.15359
1030.844,-0.01765
1030.914,0.0969
1031.032,-0.11213
1031.118,-0.0792
1031.304,0.39029
1031.428,0.28876
1031.468,0.27547
1031.532,0.25521
1031.856,-0.04995
1031.954,0.25067
1031.984,-0.00575
1032.0,-0.04618
1032.044,0.11532
1032.23,0.03935
1032.418,0.0841
1032.496,0.05773
1032.598,0.23144
1032.638,-0.17318
1032.7,0.02502
1032.862,0.06069
1033.16,0.04497
1033.252,0.29451
1033.294,-0.08472
1033.338,0.06334
1033.576,0.02907
1033.82,0.05283
1033.892,0.19231
1033.924,-0.01918
1033.938,-0.05552
1033.98,0.01473
1034.222,0.04452
1034.46,0.0681
1034.546,0.24757
1034.578,-0.00553
1034.64,0.03688
1034.882,0.03742
1035.042,0.03199
1035.156,0.04555
1035.244,0.22929
1035.276,-0.01635
1035.344,0.02942
1035.702,0.04214
1036.006,0.28086
1036.044,-0.02601
1036.082,0.03257
1036.362,0.0398
1036.742,0.04173
1036.844,0.29487
1036.882,-0.05373
1036.942,0.04632
1037.2,0.03639
1037.628,0.03845
1037.732,0.2884
1037.772,-0.0708
1037.822,0.0403
1038.226,0.03324
1038.538,0.05265
1038.638,0.2796
1038.678,-0.07349
1038.724,0.03962
1039.0,0.0319
1039.346,0.03441
1039.438,0.22641
1039.472,-0.02632
1039.542,0.02641
1039.788,0.03998
1039.944,0.04043
1040.204,0.04012
1040.264,0.31015
1040.302,-0.04681
1040.346,0.03769
1040.626,0.03657
1041.006,0.03297
1041.1,0.30224
1041.14,-0.06869
1041.188,0.04164
1041.484,0.04021
1041.824,0.04384
1041.898,0.25197
1041.928,-0.06792
1041.938,-0.07812
1041.98,0.01491
1042.242,0.02956
1042.404,0.03055
1042.564,0.04043
1042.65,0.31464
1042.688,-0.06451
1042.744,0.04497
1043.124,0.03756
1043.362,0.04236
1043.43,0.31949
1043.47,-0.09281
1043.522,0.03517
1043.86,0.04596
1044.13,0.03832
1044.222,0.31931
1044.262,-0.1385
1044.306,0.04627
1044.484,0.05018
1044.762,0.03073
1045.004,0.29928
1045.044,-0.08508
1045.086,0.06487
1045.484,0.03338
1045.666,0.05323
1045.75,0.34204
1045.788,-0.06631
1045.824,0.04618
1046.024,0.03747
1046.244,0.02835
1046.444,0.03868
1046.528,0.31644
1046.566,-0.09789
1046.618,0.03558
1046.802,0.03324
1047.026,0.01932
1047.276,0.31886
1047.316,-0.06393
1047.346,0.05207
1047.644,0.02821
1047.984,0.0451
1048.064,0.32205
1048.102,-0.08059
1048.144,0.03953
1048.348,0.03059
1048.584,0.02534
1048.748,0.04317
1048.846,0.31284
1048.886,-0.08594
1048.928,0.04349
1049.124,0.02749
1049.328,0.02219
1049.564,0.04205
1049.644,0.32219
1049.682,-0.07817
1049.726,0.04744
1049.92,0.02969
1050.162,0.0212
1050.326,0.04488
1050.404,0.31972
1050.444,-0.07569
1050.482,0.04474
1050.684,0.00027
1050.904,0.02462
1051.08,0.0482
1051.176,0.32362
1051.216,-0.07161
1051.262,0.05876
1051.442,0.02233
1051.864,0.04528
1051.936,0.25867
1051.966,-0.05301
1051.976,-0.06042
1052.024,0.03625
1052.442,0.02799
1052.58,0.04479
1052.672,0.28373
1052.704,-0.042
1052.712,-0.04097
1052.764,0.03863
1053.16,0.03086
1053.362,0.04025
1053.432,0.31608
1053.472,-0.0602
1053.524,0.04762
1053.802,0.02228
1054.126,0.04209
1054.204,0.31194
1054.244,-0.07021
1054.28,0.04474
1054.482,0.01635
1054.566,0.02156
1054.888,0.04209
1054.988,0.30651
1055.026,-0.07888
1055.064,0.04474
1055.264,0.01999
1055.478,0.02462
1055.7,0.03877
1055.796,0.3084
1055.834,-0.07201
1055.882,0.04798
1056.078,0.02233
1056.298,0.02552
1056.506,0.03652
1056.596,0.31343
1056.634,-0.08913
1056.684,0.04461
1056.866,0.03657
1057.102,0.01725
1057.282,0.02552
1057.382,0.2694
1057.42,-0.0726
1057.48,0.03832
1057.882,0.03922
1058.062,0.05049
1058.13,0.32313
1058.17,-0.06181
1058.218,0.04596
1058.402,0.02269
1058.62,0.02179
1058.802,0.04766
1058.896,0.31284
1058.936,-0.08877
1058.98,0.05467
1059.176,4e-05
1059.414,0.02291
1059.668,0.33921
1059.708,-0.07601
1059.762,0.06743
1059.944,0.02641
1060.138,0.01599
1060.32,0.05517
1060.402,0.292
1060.434,-0.06042
1060.442,-0.05943
1060.484,0.03396
1060.896,0.04057
1061.04,0.05247
1061.126,0.31882
1061.166,-0.07655
1061.202,0.0416
1061.396,0.02848
1061.62,0.04092
1061.76,0.05521
1061.852,0.30426
1061.892,-0.07075
1061.934,0.04573
1062.124,0.00539
1062.358,0.03122
1062.482,0.04097
1062.57,0.23234
1062.602,-0.06954
1062.61,-0.06437
1062.658,0.07938
1062.954,0.05606
1063.24,0.06379
1063.308,0.33122
1063.348,-0.06042
1063.382,0.05058
1063.58,0.03526
1063.66,0.03019
1064.062,0.29564
1064.102,-0.05153
1064.14,0.03747
1064.342,0.02264
1064.578,0.02174
1064.744,0.04353
1064.83,0.29177
1064.868,-0.0699
1064.918,0.04088
1065.102,0.00355
1065.312,0.04191
1065.624,0.30974
1065.662,-0.06954
1065.702,0.04838
1065.896,0.00934
1066.208,0.05422
1066.3,0.07547
1066.398,0.27848
1066.44,-0.11303
1066.542,0.04057
1066.66,0.02102
1066.896,0.02489
1067.05,0.02498
1067.144,0.23126
1067.176,-0.01662
1067.238,0.03333
1067.62,0.0504
1067.87,0.27201
1067.902,0.00247
1067.958,0.04214
1068.232,0.03634
1068.358,0.02677
1068.518,0.03863
1068.604,0.27565
1068.636,-0.00243
1068.69,0.04007
1068.976,0.04025
1069.232,0.04245
1069.33,0.29667
1069.37,-0.00907
1069.41,0.02763
1069.702,0.04879
1069.978,0.05135
1070.066,0.30925
1070.106,-0.07201
1070.14,0.05036
1070.416,0.02907
1070.674,0.04232
1070.77,0.21006
1070.802,-0.01348
1070.814,-0.06114
1070.868,0.02331
1071.118,0.03432
1071.276,0.04573
1071.4,0.06307
1071.474,0.27726
1071.506,-0.01864
1071.514,-0.02367
1071.554,0.0345
1071.756,0.0106
1071.978,0.02844
1072.098,0.05157
1072.186,0.28131
1072.226,-0.01999
1072.276,0.03257
1072.558,0.0425
1072.834,0.05858
1072.908,0.31212
1072.948,-0.02282
1072.992,0.04057
1073.182,0.0345
1073.254,0.03266
1073.44,0.01869
1073.55,0.05049
1073.64,0.30498
1073.682,-0.07156
1073.718,0.04438
1073.916,0.01932
1074.154,0.02803
1074.272,0.04438
1074.368,0.31859
1074.408,-0.0593
1074.44,0.04632
1074.644,0.02026
1074.862,0.02547
1075.018,0.04775
1075.104,0.32367
1075.142,-0.06186
1075.178,0.05036
1075.378,0.02713
1075.594,0.02331
1075.758,0.05382
1075.838,0.31972
1075.878,-0.06271
1075.916,0.04775
1076.116,0.01739
1076.358,0.01752
1076.462,0.05094
1076.552,0.25462
1076.584,-0.0332
1076.596,-0.05719
1076.638,0.0376
1076.902,0.02749
1077.074,0.03612
1077.198,0.05741
1077.274,0.2548
1077.306,0.00243
1077.374,0.01851
1077.558,0.0106
1077.772,0.05283
1077.994,0.30714
1078.034,0.00189
1078.074,0.0787
1078.358,0.05575
1078.724,0.31801
1078.764,-0.05719
1078.802,0.05067
1079.0,0.03347
1079.078,0.023
1079.256,0.01141
1079.356,0.05247
1079.448,0.27017
1079.49,-0.05925
1079.536,0.04057
1079.818,0.02251
1079.942,0.03037
1080.098,0.05427
1080.174,0.30772
1080.214,-0.04488
1080.252,0.05193
1080.538,0.03055
1080.66,0.03127
1080.816,0.04196
1080.912,0.28998
1080.954,-0.04995
1080.998,0.04259
1081.278,0.03131
1081.6,0.05031
1081.664,0.30898
1081.704,-0.05517
1081.754,0.04847
1082.018,0.02466
1082.178,0.02821
1082.338,0.04937
1082.402,0.29528
1082.44,-0.05925
1082.48,0.04942
1082.758,0.0354
1083.03,0.04901
1083.126,0.2805
1083.166,-0.03971
1083.206,0.04371
1083.502,0.04057
1083.796,0.04295
1083.884,0.27187
1083.914,-0.05804
1083.924,-0.05804
1083.962,0.02942
1084.376,0.03661
1084.574,0.03455
1084.642,0.22174
1084.674,-0.04942
1084.686,-0.04937
1084.732,0.02619
1084.998,0.02031
1085.174,0.03612
1085.278,0.08131
1085.362,0.23018
1085.396,0.11244
1085.44,0.01756
1085.718,0.05458
1085.884,0.04349
1086.028,0.05813
1086.114,0.20292
1086.15,0.12331
1086.2,0.00346
1086.46,0.06141
1086.804,0.06204
1086.866,0.25031
1086.9,0.07578
1086.942,0.00126
1087.228,0.04092
1087.438,0.02448
1087.464,-0.00296
1087.544,0.07156
1087.622,0.28814
1087.662,0.00606
1087.698,0.00103
1087.904,0.03324
1087.982,0.02331
1088.142,0.04007
1088.3,0.04744
1088.388,0.27583
1088.428,-0.03684
1088.468,0.02907
1088.66,0.02224
1088.88,0.03594
1089.06,0.05242
1089.132,0.31608
1089.174,-0.09169
1089.22,0.04995
1089.402,0.03396
1089.604,0.02129
1089.784,0.04789
1089.86,0.29344
1089.892,-0.09901
1089.902,-0.08661
1089.942,0.04128
1090.142,0.03971
1090.344,0.02475
1090.506,0.05207
1090.59,0.29847
1090.624,-0.09227
1090.632,-0.08926
1090.682,0.04991
1090.864,0.03994
1091.088,0.02875
1091.23,0.05085
1091.308,0.29393
1091.35,-0.07224
1091.384,0.03055
1091.586,0.06024
1091.786,0.01491
1091.938,0.05876
1092.014,0.27475
1092.052,-0.05463
1092.088,0.04079
1092.296,0.02857
1092.384,0.02498
1092.516,0.03324
1092.544,0.01078
1092.616,0.06163
1092.702,0.25035
1092.744,-0.05517
1092.784,0.04789
1093.058,0.02736
1093.166,0.01828
1093.272,0.06451
1093.348,0.21958
1093.382,0.01146
1093.426,0.03329
1093.684,0.04748
1093.828,0.02686
1093.924,0.07502
1094.01,0.2216
1094.044,0.05247
1094.1,0.01887
1094.368,0.05058
1094.484,0.02785
1094.622,0.06235
1094.698,0.22336
1094.732,0.08261
1094.77,0.0093
1095.066,0.06631
1095.418,0.0491
1095.502,0.24815
1095.54,0.01168
1095.58,0.03023
1095.864,0.03347
1096.068,0.02498
1096.246,0.03756
1096.316,0.30673
1096.356,-0.06141
1096.406,0.05
1096.684,0.06451
1097.068,0.02695
1097.156,0.19928
1097.19,-0.10027
1097.2,-0.07691
1097.238,0.01024
1097.506,0.07471
1097.85,0.06491
1097.918,0.25507
1097.956,-0.01959
1098.01,0.02102
1098.29,0.05674
1098.624,0.03585
1098.708,0.25462
1098.748,-0.06033
1098.804,0.03158
1099.094,0.0367
1099.498,0.31644
1099.538,-0.07987
1099.58,0.05782
1099.772,0.02408
1099.868,0.03482
1100.104,0.02152
1100.204,0.03989
1100.284,0.23198
1100.318,-0.12259
1100.328,-0.09074
1100.374,0.0243
1100.788,0.03634
1100.93,0.05494
1101.008,0.24995
1101.042,0.00557
1101.092,0.01905
1101.388,0.04443
1101.586,-0.01599
1101.67,0.07143
1101.746,0.2911
1101.784,-0.01743
1101.814,0.01298
1102.03,0.04888
1102.106,0.03522
1102.302,0.02102
1102.408,0.07102
1102.482,0.32008
1102.522,-0.06738
1102.57,0.02727
1102.764,0.04623
1103.03,0.02803
