t_s,amp_uS
2422.402,0.03669999999999973
2422.422,0.0343
2422.442,0.03810000000000002
2422.462,0.03509999999999991
2422.482,0.03389999999999915
2422.502,0.039699999999999847
2422.524,0.036300000000000665
2422.542,0.03819999999999979
2422.562,0.03359999999999985
2422.584,0.034699999999999065
2422.602,0.034399999999999764
2422.622,0.036999999999999034
2422.642,0.035800000000000054
2422.662,0.03509999999999991
2422.682,0.036599999999999966
2422.702,0.03810000000000002
2422.724,0.036999999999999034
2422.742,0.036599999999999966
2422.762,0.03730000000000011
2422.782,0.03819999999999979
2422.802,0.035800000000000054
2422.824,0.03810000000000002
2422.842,0.036999999999999034
2422.862,0.034699999999999065
2422.882,0.03509999999999991
2422.902,0.036599999999999966
2422.922,0.03539999999999921
2422.942,0.03810000000000002
2422.962,0.036599999999999966
2422.982,0.03399999999999892
2423.002,0.036599999999999966
2423.022,0.0411999999999999
2423.042,0.03669999999999973
2423.062,0.03509999999999991
2423.082,0.03930000000000078
2423.104,0.036599999999999966
2423.122,0.03960000000000008
2423.142,0.03849999999999909
2423.162,0.03549999999999898
2423.182,0.03509999999999991
2423.202,0.039699999999999847
2423.222,0.03500000000000014
2423.242,0.035800000000000054
2423.262,0.036599999999999966
2423.282,0.036599999999999966
2423.302,0.03819999999999979
2423.322,0.036599999999999966
2423.342,0.036599999999999966
2423.362,0.03509999999999991
2423.382,0.03509999999999991
2423.402,0.038899999999999935
2423.422,0.035800000000000054
2423.442,0.03960000000000008
2423.462,0.03849999999999909
2423.482,0.036599999999999966
2423.502,0.03819999999999979
2423.522,0.03849999999999909
2423.542,0.03549999999999898
2423.562,0.03819999999999979
2423.582,0.0362000000000009
2423.602,0.036599999999999966
2423.622,0.03549999999999898
2423.642,0.03859999999999886
2423.662,0.03669999999999973
2423.682,0.03739999999999988
2423.704,0.03819999999999979
2423.722,0.0362000000000009
2423.742,0.03589999999999982
2423.762,0.036599999999999966
2423.782,0.036599999999999966
2423.802,0.036999999999999034
2423.822,0.03509999999999991
2423.842,0.03739999999999988
2423.862,0.036599999999999966
2423.882,0.03739999999999988
2423.902,0.03619999999999912
2423.922,0.03819999999999979
2423.942,0.03669999999999973
2423.962,0.03859999999999886
2423.982,0.03780000000000072
2424.002,0.03739999999999988
2424.022,0.03810000000000002
2424.042,0.03810000000000002
2424.062,0.035800000000000054
2424.082,0.03739999999999988
2424.102,0.03739999999999988
2424.122,0.036599999999999966
2424.142,0.037700000000000955
2424.162,0.038899999999999935
2424.182,0.036599999999999966
2424.202,0.036599999999999966
2424.222,0.03810000000000002
2424.242,0.03739999999999988
2424.262,0.036999999999999034
2424.282,0.03669999999999973
2424.302,0.0343
2424.322,0.039199999999999235
2424.342,0.036599999999999966
2424.362,0.03819999999999979
2424.382,0.040800000000000836
2424.402,0.03549999999999898
2424.422,0.035800000000000054
2424.442,0.03549999999999898
2424.462,0.03739999999999988
2424.482,0.036999999999999034
2424.502,0.038899999999999935
2424.522,0.036599999999999966
2424.542,0.039699999999999847
2424.562,0.03509999999999991
2424.582,0.035800000000000054
2424.602,0.03810000000000002
2424.622,0.03819999999999979
2424.642,0.036599999999999966
2424.662,0.04039999999999999
2424.682,0.039699999999999847
2424.702,0.036599999999999966
2424.722,0.03539999999999921
2424.742,0.04039999999999999
2424.762,0.03739999999999988
2424.782,0.040800000000000836
